NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
431.3,544.7,556.9,434.3,480.0
397.3,550.6,526.5,516.1,360.0
561.9,669.0,585.6,679.1,640.0
439.3,565.1,519.6,611.1,560.0
554.2,675.7,603.8,738.7,860.0
625.6,698.3,649.2,676.9,820.0
517.6,625.1,583.7,682.0,680.0
424.3,628.2,536.0,458.0,620.0
531.9,596.4,481.3,385.8,580.0
396.6,566.0,458.8,461.8,340.0
558.2,423.0,516.0,497.1,420.0
449.5,508.8,474.3,459.2,460.0
396.6,622.2,603.4,523.4,560.0
459.8,407.7,446.2,409.6,0.0
519.5,614.4,460.7,561.0,560.0
424.0,588.5,527.9,538.8,520.0
558.5,412.9,427.5,425.5,320.0
399.8,491.6,537.8,673.3,640.0
527.5,594.9,539.7,582.3,400.0
489.6,619.6,502.4,611.9,440.0
435.7,636.5,562.3,532.7,520.0
447.8,458.0,441.2,504.7,760.0
505.1,585.1,599.0,612.5,340.0
523.7,531.6,564.7,612.6,600.0
528.6,565.7,426.6,566.3,0.0
461.2,629.3,537.8,667.9,400.0
423.1,536.2,491.5,430.3,480.0
572.4,584.9,529.9,527.0,340.0
601.2,613.4,573.8,508.0,960.0
713.7,659.6,602.0,783.0,700.0
569.0,647.0,564.7,424.3,900.0
399.5,527.4,349.5,481.6,280.0
506.2,491.8,430.8,466.2,480.0
519.7,635.7,587.4,725.0,640.0
399.0,412.1,378.0,401.3,220.0
395.5,468.8,420.6,377.0,500.0
402.0,528.3,557.0,524.4,340.0
538.7,614.4,540.0,482.1,500.0
483.2,495.5,407.7,595.6,460.0
473.3,642.9,402.1,574.5,800.0
593.2,639.2,629.6,538.6,760.0
469.4,579.2,434.2,558.2,420.0
441.1,610.2,536.0,495.5,300.0
504.2,589.1,500.0,382.5,340.0
603.4,599.2,437.3,492.0,560.0
429.9,558.0,449.2,541.4,380.0
541.0,517.8,580.8,629.7,380.0
382.3,486.1,436.3,394.5,260.0
439.9,436.1,497.7,442.0,240.0
394.1,473.3,380.1,472.8,240.0
496.5,600.8,534.3,548.9,520.0
580.6,638.8,617.3,717.8,860.0
425.3,585.9,519.3,478.5,380.0
457.6,603.9,565.4,466.1,640.0
556.0,606.7,599.0,461.0,560.0
479.3,482.0,494.3,608.3,680.0
517.0,552.8,557.1,650.9,540.0
588.9,611.1,582.5,460.0,560.0
524.0,653.4,603.1,540.7,600.0
416.4,596.2,512.1,525.0,720.0
535.9,597.1,566.7,644.1,640.0
444.0,612.5,436.4,564.7,360.0
573.7,605.4,575.9,588.0,680.0
462.9,528.9,491.5,469.1,500.0
450.6,535.3,443.5,544.0,320.0
419.6,475.8,482.2,422.0,360.0
542.1,529.4,555.6,455.0,560.0
516.9,563.9,411.3,531.1,340.0
518.7,632.4,565.6,673.2,940.0
471.0,405.8,499.0,379.4,340.0
584.3,636.2,598.5,624.9,620.0
459.4,548.3,449.3,410.7,380.0
446.9,565.8,528.5,436.1,380.0
421.3,584.0,561.8,621.7,360.0
545.6,577.7,697.0,457.1,600.0
594.1,645.9,649.6,727.4,640.0
462.2,633.4,584.6,574.8,480.0
566.0,646.3,533.4,497.4,400.0
454.3,605.4,522.4,525.7,540.0
434.9,440.8,408.2,411.1,320.0
408.2,549.8,509.8,488.7,260.0
470.7,640.3,614.5,694.0,560.0
475.6,629.0,529.4,554.6,360.0
417.0,446.4,452.9,427.7,340.0
465.5,493.8,434.6,453.7,360.0
443.1,654.1,596.2,456.3,560.0
529.8,617.9,535.3,425.9,600.0
448.3,473.0,390.4,389.8,320.0
553.4,582.2,542.2,469.0,800.0
584.4,646.8,643.2,576.6,640.0
416.3,410.9,385.2,538.3,420.0
392.1,387.4,491.1,435.6,620.0
727.7,675.8,667.7,756.6,960.0
541.5,489.2,448.3,543.5,360.0
642.0,681.5,594.4,711.8,700.0
551.7,579.3,560.7,508.2,580.0
425.6,400.8,357.7,389.4,280.0
375.2,447.2,547.1,396.4,500.0
479.7,633.6,560.8,590.1,600.0
409.4,605.5,456.3,569.6,420.0
555.2,611.5,589.9,616.3,740.0
463.9,506.6,446.9,472.5,540.0
627.1,712.6,643.1,777.5,720.0
544.6,623.5,576.4,478.0,460.0
469.5,595.4,446.0,532.8,400.0
595.3,653.1,578.1,676.0,700.0
458.1,502.0,455.0,500.4,300.0
486.7,627.8,556.7,544.8,480.0
428.5,538.5,527.2,549.9,420.0
442.4,611.9,537.6,755.5,760.0
377.6,548.0,443.9,493.4,400.0
548.8,628.3,579.4,475.6,740.0
485.9,625.9,546.8,457.8,560.0
435.3,404.6,490.2,440.5,560.0
533.9,543.2,497.6,556.3,700.0
431.0,552.9,506.9,421.7,560.0
406.8,543.1,460.7,374.3,360.0
511.1,647.0,600.8,533.0,560.0
714.1,717.8,632.8,722.6,880.0
385.3,591.8,483.7,642.5,800.0
481.4,522.0,531.1,483.2,500.0
494.7,513.4,427.6,430.1,480.0
578.3,562.6,531.1,569.7,580.0
516.4,414.3,504.3,495.5,560.0
583.1,648.1,620.5,692.7,720.0
537.1,643.6,581.2,642.0,780.0
400.3,564.5,457.6,383.1,320.0
436.9,626.8,573.3,603.1,340.0
397.5,542.4,572.6,531.5,540.0
532.3,622.2,477.5,617.6,380.0
584.0,591.1,551.6,641.2,400.0
386.2,458.6,453.7,490.7,340.0
556.2,433.1,467.6,481.8,540.0
480.8,476.1,533.4,486.9,400.0
417.3,587.3,509.1,460.6,800.0
420.0,446.2,354.1,390.8,0.0
426.0,575.1,513.9,475.0,340.0
392.4,566.6,448.4,544.0,280.0
425.1,526.8,526.4,480.9,500.0
545.9,619.5,634.8,703.5,420.0
490.1,641.6,532.3,550.8,400.0
383.4,396.8,452.5,393.8,0.0
427.8,546.1,525.3,559.3,480.0
469.0,645.5,629.8,463.1,600.0
397.3,616.2,442.5,491.7,320.0
464.8,688.3,613.2,692.8,600.0
379.6,645.8,580.0,475.0,300.0
386.6,628.5,541.0,541.6,300.0
528.9,485.4,490.4,466.2,380.0
519.2,564.1,547.7,439.4,660.0
439.8,494.1,470.1,563.5,480.0
469.8,604.5,564.7,477.9,640.0
582.2,627.5,573.6,437.6,880.0
424.8,583.3,511.5,425.2,320.0
580.8,633.3,612.0,466.5,360.0
698.6,764.2,659.9,809.9,880.0
597.1,562.0,528.4,590.1,700.0
489.3,645.8,565.9,575.2,580.0
463.0,638.8,538.3,466.0,860.0
387.5,552.3,456.5,514.9,400.0
505.2,659.1,601.0,574.8,380.0
618.4,647.7,648.0,631.7,960.0
482.0,613.0,459.7,464.3,500.0
530.5,643.6,657.4,680.8,880.0
383.7,423.2,438.9,434.8,460.0
469.0,511.3,389.8,445.3,340.0
583.2,642.3,598.0,714.1,560.0
414.5,587.6,368.6,414.9,0.0
474.8,458.4,476.1,505.6,360.0
486.2,643.4,565.5,612.2,580.0
436.3,595.5,602.0,505.1,580.0
426.0,559.2,424.9,376.3,540.0
643.1,700.4,666.3,673.8,920.0
540.6,602.5,561.1,608.1,580.0
578.1,649.4,584.5,605.4,660.0
469.9,641.7,542.7,718.5,580.0
475.5,550.8,503.6,474.2,540.0
540.1,679.2,602.3,803.5,560.0
620.9,638.2,643.6,540.4,560.0
532.8,620.6,560.9,672.9,600.0
571.3,621.0,579.4,436.4,440.0
563.9,603.2,586.9,486.4,680.0
453.0,622.3,516.0,631.7,880.0
376.4,575.4,449.8,496.3,360.0
510.3,610.2,506.1,419.8,320.0
564.0,514.5,525.2,459.0,500.0
435.9,502.0,497.5,473.2,660.0
591.7,659.7,591.2,740.2,660.0
492.1,601.0,524.2,517.1,600.0
516.6,625.6,576.1,686.0,940.0
482.0,432.9,507.0,539.2,360.0
487.0,478.6,382.4,460.6,0.0
382.3,529.7,450.3,377.1,480.0
384.8,542.6,450.8,475.7,340.0
438.8,537.1,548.8,553.3,420.0
458.9,529.4,508.6,549.9,420.0
431.6,498.8,446.3,476.0,280.0
472.0,494.5,489.5,531.7,340.0
539.0,644.0,552.6,638.4,580.0
530.1,613.7,602.9,399.7,560.0
457.5,585.9,509.8,586.8,360.0
454.1,405.8,345.1,574.0,340.0
531.5,617.4,502.8,620.8,520.0
418.6,487.9,444.2,605.6,600.0
502.3,614.2,578.3,583.0,660.0
490.0,396.5,473.5,548.6,0.0
452.8,527.0,518.0,491.2,500.0
419.9,555.8,461.8,440.7,340.0
423.1,497.6,468.5,507.5,460.0
643.1,695.7,661.0,744.5,800.0
417.6,568.9,439.9,505.5,340.0
521.0,629.4,586.8,686.7,360.0
570.7,648.0,569.0,487.0,720.0
422.6,568.6,505.7,473.0,340.0
494.4,599.3,590.8,665.6,620.0
487.9,559.4,539.7,539.0,380.0
561.2,627.3,643.4,672.2,840.0
448.3,599.6,569.4,653.0,620.0
548.9,566.8,559.3,471.2,560.0
404.3,617.3,546.1,642.6,600.0
454.3,625.4,457.3,390.0,860.0
561.4,628.5,569.0,460.1,680.0
425.4,597.0,462.7,429.9,300.0
460.8,618.9,486.2,445.5,520.0
456.9,514.5,486.7,499.4,260.0
627.2,593.7,645.7,660.8,740.0
506.6,513.9,593.2,446.8,600.0
401.5,462.0,447.1,503.2,300.0
429.7,458.7,598.1,422.1,600.0
415.6,540.8,488.4,430.7,260.0
424.7,526.8,469.4,645.4,360.0
661.8,710.4,623.0,794.6,860.0
399.5,466.0,488.2,430.2,580.0
375.2,611.7,460.3,464.5,580.0
479.0,470.3,384.0,461.6,340.0
405.5,570.5,472.7,449.2,340.0
481.0,638.1,550.6,477.7,600.0
452.1,470.0,528.9,559.5,360.0
629.8,690.5,659.2,804.2,760.0
446.1,623.6,576.8,667.0,740.0
558.5,648.1,622.8,676.7,840.0
469.7,567.7,531.8,472.8,380.0
410.2,584.6,542.9,498.5,620.0
586.8,575.9,534.6,530.3,640.0
435.8,585.0,439.8,449.5,440.0
535.4,430.4,440.8,521.5,620.0
684.0,726.0,728.6,782.1,880.0
405.4,563.2,471.6,512.3,360.0
452.8,444.2,480.7,390.3,520.0
459.0,521.6,469.2,493.1,840.0
528.6,644.6,559.9,434.1,320.0
420.8,398.9,486.4,389.5,360.0
453.8,419.3,491.0,413.3,380.0
435.2,584.1,527.5,446.0,640.0
389.6,488.4,403.3,418.9,340.0
527.4,706.0,630.9,723.7,880.0
466.3,419.4,498.0,474.3,340.0
475.4,458.1,424.8,445.8,300.0
606.3,630.9,570.6,589.6,400.0
391.7,541.3,469.6,459.6,220.0
473.8,488.8,480.1,427.9,320.0
488.7,586.4,551.4,713.4,540.0
442.0,614.2,541.2,695.4,520.0
467.4,598.7,514.0,468.3,240.0
659.3,785.6,674.3,765.0,640.0
585.3,610.8,562.3,597.2,720.0
510.2,488.9,566.4,666.9,500.0
607.3,670.6,622.0,612.7,660.0
549.4,601.1,629.7,683.2,580.0
446.2,485.5,535.6,508.3,340.0
375.1,510.5,419.0,514.3,340.0
476.6,485.6,456.2,420.2,440.0
534.1,410.1,558.8,634.5,880.0
446.4,622.4,544.5,516.9,300.0
460.0,522.6,423.5,494.2,560.0
502.8,570.5,544.6,469.4,360.0
464.3,611.7,584.1,521.6,560.0
596.6,592.4,497.3,439.0,300.0
394.9,603.7,565.4,482.7,700.0
593.3,580.9,559.4,504.0,560.0
646.5,663.6,611.4,733.0,640.0
559.8,644.0,605.9,591.6,480.0
481.2,637.5,586.9,547.4,580.0
444.6,589.0,422.1,410.2,0.0
370.0,472.3,385.4,414.8,620.0
465.9,569.6,441.4,571.7,460.0
501.3,543.2,478.8,446.7,620.0
605.3,665.4,661.4,548.1,460.0
544.7,610.2,592.9,527.5,880.0
465.0,526.7,523.3,535.8,300.0
506.0,567.4,569.5,477.5,660.0
386.2,428.3,448.2,400.7,340.0
459.4,643.7,590.4,478.3,480.0
457.8,530.2,526.5,386.9,640.0
476.7,596.0,543.7,616.9,560.0
426.4,553.4,443.1,538.7,460.0
493.0,492.9,521.6,455.2,540.0
490.6,580.9,493.0,407.3,380.0
499.6,658.7,566.9,458.8,520.0
515.0,612.8,594.6,631.8,500.0
627.0,669.6,632.9,702.8,660.0
493.0,516.1,404.5,512.3,200.0
691.0,692.1,630.7,746.5,900.0
435.2,479.8,381.7,429.0,260.0
459.3,470.7,539.6,401.2,360.0
613.9,656.5,619.2,492.9,600.0
485.5,601.1,621.7,555.4,580.0
404.0,395.4,509.4,450.4,220.0
429.5,492.7,404.3,426.2,260.0
543.1,593.5,529.5,518.8,460.0
367.5,547.4,417.0,458.6,240.0
378.7,444.0,452.6,445.1,360.0
607.1,712.7,646.0,711.4,680.0
532.5,620.1,551.8,494.5,580.0
530.7,593.2,536.3,585.7,560.0
534.5,589.9,449.0,451.0,300.0
446.4,522.4,465.1,497.7,320.0
452.9,461.7,441.6,458.9,360.0
471.0,658.6,649.7,413.4,380.0
399.9,529.1,422.8,520.8,660.0
457.9,592.9,458.3,484.3,400.0
494.9,545.4,518.5,550.1,0.0
495.9,644.4,565.3,619.6,480.0
451.9,492.8,578.6,566.6,500.0
530.5,557.1,474.5,529.6,640.0
485.7,634.3,576.3,503.1,640.0
536.0,575.6,524.7,392.4,660.0
418.5,576.7,528.1,497.2,540.0
562.2,673.1,675.5,779.8,800.0
540.3,656.2,613.7,481.6,600.0
419.7,649.7,552.9,590.2,620.0
483.8,526.1,458.5,511.8,340.0
561.0,634.1,551.4,529.6,700.0
434.0,628.0,568.6,581.7,340.0
537.4,460.5,502.2,444.7,640.0
420.3,566.8,376.5,570.7,600.0
529.5,450.8,515.3,557.7,340.0
436.0,633.7,541.7,415.0,640.0
554.3,631.1,546.7,417.7,640.0
545.7,626.4,472.5,584.5,460.0
525.1,582.3,430.8,481.6,440.0
461.6,610.0,592.3,447.9,580.0
520.9,641.7,601.3,695.7,540.0
505.1,626.1,521.3,481.4,400.0
564.5,654.9,575.0,494.6,760.0
406.6,570.4,503.3,475.8,420.0
525.2,619.7,518.4,603.7,520.0
557.0,643.0,579.8,653.0,580.0
413.5,436.7,442.1,415.1,300.0
575.2,450.3,528.5,557.7,360.0
428.8,477.9,467.5,402.6,0.0
621.8,654.9,583.7,721.0,700.0
408.9,542.1,528.8,422.2,580.0
601.2,443.7,426.1,477.8,600.0
435.8,611.0,555.8,444.8,480.0
677.8,719.3,615.8,785.8,920.0
606.9,675.2,629.2,486.1,520.0
437.5,575.6,529.6,475.5,520.0
443.0,579.0,445.7,432.6,0.0
576.5,608.7,418.0,584.9,560.0
481.8,623.3,470.0,453.5,660.0
555.1,678.9,631.4,733.0,720.0
528.8,611.4,564.8,458.3,540.0
387.7,560.8,409.3,432.8,300.0
463.1,567.5,452.0,543.1,440.0
666.5,657.9,584.6,759.0,460.0
508.3,581.1,523.5,604.7,580.0
441.8,589.9,537.4,565.4,500.0
485.3,640.7,585.6,393.8,560.0
446.8,483.7,420.5,433.8,340.0
541.3,594.6,540.5,550.9,600.0
484.3,516.6,414.3,384.3,260.0
623.6,588.3,555.0,590.4,620.0
525.3,553.0,522.0,665.3,660.0
547.6,565.6,530.3,482.8,560.0
478.3,574.5,444.4,625.6,500.0
643.9,614.6,604.4,556.2,700.0
513.4,608.9,574.4,556.3,560.0
684.8,753.0,665.5,815.4,900.0
562.7,586.2,632.7,670.5,700.0
641.0,653.0,594.7,723.3,840.0
519.2,684.1,579.4,752.2,560.0
401.5,563.0,489.5,449.2,420.0
378.4,425.4,456.3,422.2,360.0
550.8,665.7,614.0,616.8,620.0
585.1,685.3,629.3,675.3,860.0
402.8,641.2,501.6,451.5,420.0
631.3,711.1,629.2,648.5,720.0
627.1,703.2,661.8,653.2,940.0
548.0,558.0,563.5,494.4,720.0
519.8,619.7,513.5,493.5,600.0
490.4,458.2,431.7,571.6,300.0
496.0,618.4,540.4,575.5,280.0
529.3,507.4,489.9,452.1,480.0
577.3,655.6,621.1,507.6,600.0
503.2,654.9,604.3,498.0,480.0
523.4,644.5,531.5,503.7,620.0
457.5,428.6,357.2,378.7,360.0
427.8,511.0,513.6,477.6,320.0
476.1,584.6,500.5,388.8,340.0
478.1,402.0,484.9,516.7,260.0
510.4,648.0,575.6,622.2,0.0
511.7,559.7,422.7,436.9,420.0
461.9,513.3,435.8,431.2,420.0
504.2,570.8,532.0,500.6,620.0
474.7,611.2,540.2,565.0,520.0
463.8,528.3,526.4,693.3,720.0
489.2,437.6,459.2,394.5,360.0
472.4,577.5,568.5,498.5,540.0
484.3,463.4,411.4,387.6,380.0
434.1,594.9,520.7,535.3,600.0
454.1,531.6,457.8,537.3,360.0
528.9,565.8,549.8,569.5,720.0
524.9,584.5,469.8,563.0,360.0
551.6,630.7,542.1,402.6,540.0
474.4,562.9,500.6,571.7,400.0
372.8,630.3,532.8,408.3,480.0
543.4,632.3,578.5,574.1,660.0
418.9,468.7,435.2,467.9,440.0
422.4,528.3,541.6,556.5,300.0
402.9,580.8,535.8,448.0,560.0
439.1,671.2,605.4,380.7,540.0
467.0,638.1,609.6,510.1,680.0
658.3,672.0,644.3,798.9,900.0
502.5,596.1,535.4,514.6,380.0
581.4,652.5,613.4,633.5,680.0
668.4,705.7,627.1,721.1,960.0
484.5,459.6,342.9,414.5,480.0
490.2,632.0,542.7,541.5,680.0
576.5,562.5,483.5,511.7,480.0
490.6,566.3,511.6,506.9,400.0
643.9,683.3,612.6,728.9,920.0
487.4,579.0,401.1,462.6,320.0
524.6,512.7,487.6,442.8,540.0
573.7,664.8,628.0,717.2,680.0
501.8,595.1,533.1,593.1,380.0
469.5,525.8,479.5,436.6,340.0
377.8,434.5,444.9,519.9,500.0
474.8,437.7,370.2,434.7,360.0
389.2,550.8,508.6,533.3,340.0
511.9,589.9,486.1,371.9,0.0
411.5,610.3,499.1,555.4,480.0
425.0,577.8,494.7,449.0,520.0
533.8,577.6,530.7,501.6,380.0
563.0,592.2,562.3,625.9,360.0
493.2,634.6,593.8,536.6,580.0
696.6,710.3,658.8,752.3,900.0
617.4,650.2,642.8,727.5,640.0
506.1,578.4,528.9,673.9,720.0
500.3,610.6,559.8,578.8,540.0
652.5,694.6,613.4,755.9,460.0
416.3,613.3,481.5,472.6,300.0
557.1,618.4,591.1,611.4,560.0
442.7,504.7,484.1,457.6,400.0
549.3,624.2,545.8,497.3,360.0
406.2,571.7,508.7,467.5,320.0
573.5,656.3,581.5,649.2,720.0
475.1,505.9,465.8,516.0,400.0
510.5,405.2,395.9,551.9,780.0
441.7,449.1,415.2,524.5,680.0
524.0,507.3,427.4,385.1,360.0
366.4,453.8,449.3,456.3,460.0
441.1,553.8,445.5,439.6,320.0
446.9,440.9,410.8,533.7,360.0
465.7,493.2,578.7,639.1,640.0
531.6,639.6,578.6,449.2,600.0
539.6,524.7,412.0,506.7,380.0
414.0,531.6,527.5,482.4,340.0
498.5,570.5,424.8,405.4,560.0
559.2,676.5,681.9,765.5,820.0
511.2,524.9,503.2,486.9,580.0
370.3,561.8,542.8,441.2,800.0
510.0,557.5,429.9,479.2,480.0
512.5,577.3,565.8,398.4,580.0
528.0,617.5,577.7,504.1,440.0
410.3,522.7,462.9,452.3,420.0
525.8,646.8,497.5,507.4,360.0
555.3,632.7,539.8,428.7,680.0
495.4,626.6,500.4,519.4,360.0
481.3,499.3,453.6,374.5,500.0
626.9,690.1,655.8,740.9,600.0
467.9,458.2,407.3,415.2,640.0
411.4,599.5,531.5,385.1,500.0
519.1,673.1,625.2,604.3,380.0
454.9,484.3,484.6,536.7,480.0
479.6,497.9,523.3,602.7,300.0
451.8,646.2,596.7,452.4,680.0
554.7,621.4,589.6,468.5,460.0
382.4,466.3,495.1,402.5,360.0
501.6,558.9,452.2,527.0,560.0
506.5,616.7,583.2,615.2,520.0
445.1,441.2,424.0,578.1,500.0
587.2,654.0,556.5,665.5,880.0
383.4,460.4,443.3,440.6,280.0
492.8,439.1,465.8,401.3,300.0
471.2,456.7,489.8,409.4,580.0
547.7,611.8,592.4,568.4,520.0
428.1,591.3,526.0,431.5,580.0
461.3,612.6,567.3,580.1,500.0
528.9,592.1,546.7,446.0,600.0
618.2,647.7,573.4,531.6,580.0
396.3,593.1,460.7,599.5,320.0
576.3,588.2,521.4,517.5,720.0
483.7,622.5,503.4,639.4,340.0
484.5,602.2,594.7,563.1,660.0
477.4,613.7,615.2,612.0,780.0
430.8,602.0,563.5,536.6,520.0
507.7,599.3,576.5,504.3,680.0
594.7,644.9,608.9,692.2,440.0
552.2,678.4,668.6,552.1,580.0
494.3,640.4,593.0,688.5,860.0
519.2,573.8,479.2,497.7,520.0
455.9,526.8,474.6,429.2,500.0
539.1,493.1,482.2,434.5,300.0
428.1,487.4,431.7,498.2,200.0
521.8,613.6,606.3,532.6,520.0
478.2,580.5,564.2,531.3,560.0
416.3,547.3,412.4,453.5,320.0
531.0,662.9,536.8,542.8,500.0
395.6,408.8,464.0,418.8,380.0
494.0,619.4,560.6,443.4,540.0
556.2,646.6,611.0,649.3,660.0
506.8,497.5,507.2,461.2,540.0
402.2,519.7,503.2,432.4,360.0
514.8,591.2,575.3,436.4,380.0
500.2,620.5,615.8,665.4,680.0
488.6,561.3,464.9,524.4,300.0
408.0,503.8,428.5,475.2,580.0
525.3,559.0,545.7,472.6,640.0
539.5,568.1,539.8,532.2,600.0
438.7,616.2,511.8,582.7,440.0
554.2,600.3,503.1,524.9,340.0
469.7,613.0,498.6,548.6,620.0
646.4,697.2,696.1,756.8,920.0
526.1,652.3,581.6,460.6,600.0
559.2,647.4,569.2,514.8,620.0
479.0,657.5,618.6,481.5,600.0
404.9,499.0,537.7,537.5,360.0
453.1,0.0,0.0,604.2,520.0
530.3,605.2,587.0,508.0,640.0
388.5,539.7,478.9,462.2,580.0
437.6,552.0,513.9,462.0,500.0
462.8,487.3,493.3,514.9,380.0
589.2,643.4,577.5,722.8,560.0
423.3,528.1,524.9,458.3,300.0
443.2,545.5,484.6,399.7,300.0
379.0,490.0,432.4,509.0,300.0
443.7,401.7,480.0,418.2,380.0
550.4,633.2,552.3,448.0,540.0
509.0,592.3,497.7,536.8,520.0
397.4,500.8,477.5,430.6,580.0
419.4,463.2,577.3,570.0,520.0
441.3,635.2,501.6,451.0,340.0
419.5,447.6,514.8,441.7,320.0
407.2,581.7,547.1,596.1,520.0
503.2,476.9,507.7,495.4,560.0
394.2,533.4,487.9,607.5,320.0
439.1,606.9,620.1,545.3,860.0
581.1,556.0,576.7,604.4,740.0
408.6,441.4,527.8,389.9,540.0
539.4,627.8,600.5,694.0,620.0
506.1,614.9,551.5,555.0,600.0
456.5,538.4,517.2,640.6,640.0
436.5,450.2,539.1,489.6,360.0
398.0,589.3,442.8,481.9,340.0
534.0,628.4,539.7,525.2,360.0
397.5,466.4,450.3,493.5,320.0
365.4,578.1,551.2,380.7,380.0
491.2,553.4,543.9,501.9,760.0
476.3,410.6,540.1,603.6,380.0
399.2,650.6,565.9,657.0,860.0
473.2,540.3,560.0,442.9,580.0
582.8,602.1,575.9,464.3,580.0
595.9,651.5,605.9,564.8,740.0
435.6,618.0,580.8,466.1,580.0
391.1,563.2,459.0,544.9,380.0
507.3,441.4,372.4,477.3,380.0
531.0,551.4,524.9,551.2,440.0
428.9,528.8,460.6,413.4,0.0
561.5,591.4,546.0,628.7,520.0
517.1,465.8,578.3,524.5,340.0
449.1,514.0,474.5,592.2,740.0
627.1,650.2,593.9,728.9,800.0
454.5,456.5,576.0,461.0,680.0
701.6,718.9,667.7,772.1,760.0
588.6,666.4,657.3,800.6,760.0
535.7,625.9,637.3,586.4,680.0
512.4,633.5,604.3,681.0,560.0
430.3,603.4,534.2,516.3,380.0
498.4,583.4,510.7,496.0,620.0
465.9,609.6,532.3,654.3,440.0
450.5,629.2,520.4,597.3,780.0
427.9,496.6,438.1,505.6,460.0
467.4,414.9,444.9,418.8,540.0
393.8,603.1,475.0,411.3,320.0
532.6,494.0,562.7,578.5,360.0
460.0,438.3,408.0,381.8,380.0
493.7,558.2,506.9,522.8,720.0
386.7,525.4,497.9,387.6,380.0
438.0,590.7,580.5,593.4,540.0
442.5,516.9,468.4,440.3,560.0
391.4,412.0,423.5,486.8,380.0
397.6,457.8,510.1,587.6,360.0
472.2,583.5,470.3,490.6,280.0
415.7,458.4,358.5,397.9,300.0
531.7,568.9,606.6,537.4,560.0
439.2,621.2,538.1,400.3,520.0
439.7,612.9,628.1,589.6,500.0
584.5,636.5,568.9,420.3,760.0
437.9,637.8,621.0,614.7,580.0
410.7,550.2,518.4,534.2,400.0
476.2,556.6,474.8,395.3,400.0
436.1,525.2,513.5,542.9,560.0
534.0,593.9,568.8,421.5,560.0
542.7,632.0,594.4,574.4,720.0
498.2,521.8,493.8,412.7,440.0
419.4,491.2,472.1,485.7,360.0
487.2,619.7,516.6,503.4,720.0
446.6,489.6,517.1,610.5,600.0
524.3,632.4,587.6,652.4,660.0
611.2,664.6,613.3,632.7,600.0
425.4,464.9,473.7,471.0,340.0
536.5,592.6,589.3,630.9,480.0
521.4,521.4,589.2,473.2,380.0
703.0,709.5,642.9,727.6,880.0
525.8,625.4,583.0,513.3,620.0
451.9,568.7,516.2,401.8,500.0
541.4,552.9,492.7,546.5,400.0
372.3,481.4,485.7,482.5,340.0
511.1,606.5,566.6,556.9,400.0
423.4,521.6,474.1,433.4,460.0
441.0,599.8,553.9,514.2,580.0
504.5,548.0,548.9,437.8,340.0
459.6,639.3,533.7,433.4,540.0
540.6,418.3,403.3,473.1,380.0
481.1,595.7,502.8,562.4,420.0
425.1,483.3,473.5,449.6,340.0
513.1,626.7,561.5,642.9,620.0
536.8,619.4,519.7,525.2,460.0
510.8,552.8,545.8,402.5,340.0
520.5,538.3,494.8,518.3,580.0
436.8,564.6,576.0,618.0,560.0
543.5,632.4,572.9,470.7,520.0
616.7,661.0,603.0,694.0,740.0
523.5,573.9,548.7,465.8,0.0
604.2,646.0,593.2,566.6,620.0
448.3,565.7,540.2,673.2,480.0
484.5,695.7,613.3,531.1,660.0
470.8,514.8,488.3,488.9,660.0
391.2,513.6,552.5,527.5,400.0
500.0,414.4,489.5,584.0,320.0
491.2,623.7,566.0,527.7,720.0
571.0,460.8,453.7,428.3,700.0
362.8,558.9,503.1,435.1,460.0
446.5,645.9,572.4,495.0,520.0
397.3,488.8,483.8,617.8,340.0
444.1,528.1,546.5,645.4,360.0
492.2,670.5,619.7,589.5,580.0
456.6,500.0,548.8,506.0,0.0
381.4,529.5,562.3,509.3,580.0
499.4,616.3,590.3,615.7,780.0
474.6,608.3,443.7,494.5,620.0
627.0,683.3,661.7,464.7,700.0
476.2,495.5,521.6,530.1,560.0
474.3,564.1,399.7,464.6,420.0
552.4,606.4,566.5,727.5,520.0
541.2,636.4,615.5,561.6,760.0
645.7,638.7,596.5,682.5,660.0
413.3,482.3,460.6,462.1,600.0
372.3,489.7,482.7,530.7,480.0
410.9,561.2,541.7,580.5,480.0
595.7,665.2,499.8,729.1,940.0
449.8,529.4,403.0,643.6,600.0
459.1,518.3,469.0,387.3,580.0
452.0,578.6,381.2,548.1,320.0
602.1,638.2,441.5,528.6,460.0
605.4,632.0,537.1,772.6,700.0
550.9,594.1,494.8,633.8,400.0
428.6,417.5,383.0,526.8,340.0
383.6,459.6,344.5,417.1,0.0
465.0,599.8,526.6,459.3,500.0
365.4,482.5,450.5,480.2,480.0
478.5,561.7,550.6,497.0,320.0
487.2,598.3,545.7,505.5,420.0
415.5,582.1,457.4,428.1,0.0
503.3,627.5,539.5,549.6,540.0
541.2,655.5,649.1,699.7,820.0
386.2,592.3,477.1,434.0,560.0
594.4,650.3,616.5,617.1,500.0
450.7,452.5,382.6,516.4,260.0
501.3,649.5,573.8,528.8,480.0
391.9,455.9,501.7,533.1,380.0
681.3,706.2,655.9,776.0,840.0
518.0,481.5,474.4,396.1,0.0
401.6,600.9,442.4,510.5,520.0
663.0,678.3,561.8,779.7,920.0
505.0,637.3,516.9,454.5,420.0
